Athlete;Age;Country;Year;Closing Ceremony Date;Sport;Gold Medals;Silver Medals;Bronze Medals;Total Medals;Points;Type;Continent
Aleksey Korovashkov;20;Russia;2012;12/08/2012;Canoeing;0;0;1;1;1;Olympics;ASIA
Peter Kretschmer;20;Germany;2012;12/08/2012;Canoeing;1;0;0;1;3;Olympics;EUROPE
Tamás Kulifai;23;Hungary;2012;12/08/2012;Canoeing;0;1;0;1;2;Olympics;EUROPE
Kurt Kuschela;23;Germany;2012;12/08/2012;Canoeing;1;0;0;1;3;Olympics;EUROPE
Eirik Verås Larsen;36;Norway;2012;12/08/2012;Canoeing;1;0;0;1;3;Olympics;EUROPE
Carolin Leonhardt;27;Germany;2012;12/08/2012;Canoeing;0;1;0;1;2;Olympics;EUROPE
Vadim Makhnyov;32;Belarus;2012;12/08/2012;Canoeing;0;1;0;1;2;Olympics;EUROPE
Michal Martikán;33;Slovakia;2012;12/08/2012;Canoeing;0;0;1;1;1;Olympics;EUROPE
Ed McKeever;28;Great Britain;2012;12/08/2012;Canoeing;1;0;0;1;3;Olympics;EUROPE
Beata Mikolajczyk;26;Poland;2012;12/08/2012;Canoeing;0;0;1;1;1;Olympics;EUROPE
Daniele Molmenti;27;Italy;2012;12/08/2012;Canoeing;1;0;0;1;3;Olympics;EUROPE
Karolina Naja;22;Poland;2012;12/08/2012;Canoeing;0;0;1;1;1;Olympics;EUROPE
Mark Oldershaw;29;Canada;2012;12/08/2012;Canoeing;0;0;1;1;1;Olympics;AMERICA
Dániel Pauman;25;Hungary;2012;12/08/2012;Canoeing;0;1;0;1;2;Olympics;EUROPE
Ilya Pervukhin;21;Russia;2012;12/08/2012;Canoeing;0;0;1;1;1;Olympics;ASIA
Roman Petrushenko;31;Belarus;2012;12/08/2012;Canoeing;0;1;0;1;2;Olympics;EUROPE
Fernando Pimenta;22;Portugal;2012;12/08/2012;Canoeing;0;1;0;1;2;Olympics;EUROPE
Marina Poltoran;24;Belarus;2012;12/08/2012;Canoeing;0;0;1;1;1;Olympics;EUROPE
Irina Pomelova;22;Belarus;2012;12/08/2012;Canoeing;0;0;1;1;1;Olympics;EUROPE
Nadezhda Popok;23;Belarus;2012;12/08/2012;Canoeing;0;0;1;1;1;Olympics;EUROPE
Yury Postrigay;23;Russia;2012;12/08/2012;Canoeing;1;0;0;1;3;Olympics;ASIA
Jon Schofield;27;Great Britain;2012;12/08/2012;Canoeing;0;0;1;1;1;Olympics;EUROPE
Ivan Shtyl;26;Russia;2012;12/08/2012;Canoeing;0;0;1;1;1;Olympics;ASIA
Emanuel Silva;26;Portugal;2012;12/08/2012;Canoeing;0;1;0;1;2;Olympics;EUROPE
Dave Smith;25;Australia;2012;12/08/2012;Canoeing;1;0;0;1;3;Olympics;OCEANIA
Tate Smith;30;Australia;2012;12/08/2012;Canoeing;1;0;0;1;3;Olympics;OCEANIA
Jan Šterba;31;Czech Republic;2012;12/08/2012;Canoeing;0;0;1;1;1;Olympics;EUROPE
Murray Stewart;26;Australia;2012;12/08/2012;Canoeing;1;0;0;1;3;Olympics;OCEANIA
Etienne Stott;33;Great Britain;2012;12/08/2012;Canoeing;1;0;0;1;3;Olympics;EUROPE
Jevgenijus Šuklinas;26;Lithuania;2012;12/08/2012;Canoeing;0;1;0;1;2;Olympics;EUROPE
Gabriella Szabó;25;Hungary;2012;12/08/2012;Canoeing;1;0;0;1;3;Olympics;EUROPE
Sideris Tasiadis;22;Germany;2012;12/08/2012;Canoeing;0;1;0;1;2;Olympics;EUROPE
Dávid Tóth;27;Hungary;2012;12/08/2012;Canoeing;0;1;0;1;2;Olympics;EUROPE
Lukáš Trefil;23;Czech Republic;2012;12/08/2012;Canoeing;0;0;1;1;1;Olympics;EUROPE
Adam Van Koeverden;30;Canada;2012;12/08/2012;Canoeing;0;1;0;1;2;Olympics;AMERICA
Katrin Wagner-Augustin;34;Germany;2012;12/08/2012;Canoeing;0;1;0;1;2;Olympics;EUROPE
Aleksey Abalmasov;28;Belarus;2008;24/08/2008;Canoeing;1;0;0;1;3;Olympics;EUROPE
Lutz Altepost;26;Germany;2008;24/08/2008;Canoeing;0;0;1;1;1;Olympics;EUROPE
Rob Bell;30;Australia;2008;24/08/2008;Canoeing;0;0;1;1;1;Olympics;OCEANIA
Aleksandr Bogdanovich;26;Belarus;2008;24/08/2008;Canoeing;1;0;0;1;3;Olympics;EUROPE
Andrey Bogdanovich;20;Belarus;2008;24/08/2008;Canoeing;1;0;0;1;3;Olympics;EUROPE
Benjamin Boukpeti;27;Togo;2008;24/08/2008;Canoeing;0;0;1;1;1;Olympics;AFRICA
Norman Bröckl;21;Germany;2008;24/08/2008;Canoeing;0;0;1;1;1;Olympics;EUROPE
Yuriy Cheban;22;Ukraine;2008;24/08/2008;Canoeing;0;0;1;1;1;Olympics;EUROPE
Saúl Craviotto;23;Spain;2008;24/08/2008;Canoeing;1;0;0;1;3;Olympics;EUROPE
Hannah Davis;23;Australia;2008;24/08/2008;Canoeing;0;0;1;1;1;Olympics;OCEANIA
Marie Delattre;27;France;2008;24/08/2008;Canoeing;0;0;1;1;1;Olympics;EUROPE
Torsten Eckbrett;24;Germany;2008;24/08/2008;Canoeing;0;0;1;1;1;Olympics;EUROPE
Andrea Facchin;29;Italy;2008;24/08/2008;Canoeing;0;0;1;1;1;Olympics;EUROPE
Fanny Fischer;21;Germany;2008;24/08/2008;Canoeing;1;0;0;1;3;Olympics;EUROPE
David Florence;26;Great Britain;2008;24/08/2008;Canoeing;0;1;0;1;2;Olympics;EUROPE
Lyndsie Fogarty;24;Australia;2008;24/08/2008;Canoeing;0;0;1;1;1;Olympics;OCEANIA
Björn Goldschmidt;28;Germany;2008;24/08/2008;Canoeing;0;0;1;1;1;Olympics;EUROPE
Alexander Grimm;21;Germany;2008;24/08/2008;Canoeing;1;0;0;1;3;Olympics;EUROPE
Thomas Hall;26;Canada;2008;24/08/2008;Canoeing;0;0;1;1;1;Olympics;AMERICA
Pavol Hochschorner;28;Slovakia;2008;24/08/2008;Canoeing;1;0;0;1;3;Olympics;EUROPE
Peter Hochschorner;28;Slovakia;2008;24/08/2008;Canoeing;1;0;0;1;3;Olympics;EUROPE
Martin Hollstein;21;Germany;2008;24/08/2008;Canoeing;1;0;0;1;3;Olympics;EUROPE
Josefa Idem-Guerrini;43;Italy;2008;24/08/2008;Canoeing;0;1;0;1;2;Olympics;EUROPE
Andreas Ihle;29;Germany;2008;24/08/2008;Canoeing;1;0;0;1;3;Olympics;EUROPE
Elena Kaliská;36;Slovakia;2008;24/08/2008;Canoeing;1;0;0;1;3;Olympics;EUROPE
Tamás Kiss;21;Hungary;2008;24/08/2008;Canoeing;0;0;1;1;1;Olympics;EUROPE
Kim Knudsen;30;Denmark;2008;24/08/2008;Canoeing;0;1;0;1;2;Olympics;EUROPE
Aleksandr Kostoglod;34;Russia;2008;24/08/2008;Canoeing;0;1;0;1;2;Olympics;ASIA
Danuta Kozák;21;Hungary;2008;24/08/2008;Canoeing;0;1;0;1;2;Olympics;EUROPE
György Kozmann;30;Hungary;2008;24/08/2008;Canoeing;0;0;1;1;1;Olympics;EUROPE
Mikhail Kuznetsov;23;Russia;2008;24/08/2008;Canoeing;0;0;1;1;1;Olympics;ASIA
Dmitry Larionov;22;Russia;2008;24/08/2008;Canoeing;0;0;1;1;1;Olympics;ASIA
Eirik Verås Larsen;32;Norway;2008;24/08/2008;Canoeing;0;1;0;1;2;Olympics;EUROPE
Jacqui Lawrence;26;Australia;2008;24/08/2008;Canoeing;0;1;0;1;2;Olympics;OCEANIA
Fabien Lefèvre;26;France;2008;24/08/2008;Canoeing;0;1;0;1;2;Olympics;EUROPE
Artur Litvinchuk;20;Belarus;2008;24/08/2008;Canoeing;1;0;0;1;3;Olympics;EUROPE
Michal Martikán;29;Slovakia;2008;24/08/2008;Canoeing;1;0;0;1;3;Olympics;EUROPE
Chantal Meek;29;Australia;2008;24/08/2008;Canoeing;0;0;1;1;1;Olympics;OCEANIA
Meng Guanliang;31;China;2008;24/08/2008;Canoeing;1;0;0;1;3;Olympics;ASIA
Beata Mikolajczyk;22;Poland;2008;24/08/2008;Canoeing;0;1;0;1;2;Olympics;EUROPE
Violetta Oblinger-Peters;30;Austria;2008;24/08/2008;Canoeing;0;0;1;1;1;Olympics;EUROPE
Lisa Oldenhof;28;Australia;2008;24/08/2008;Canoeing;0;0;1;1;1;Olympics;OCEANIA
Maksim Opalev;29;Russia;2008;24/08/2008;Canoeing;1;0;0;1;3;Olympics;ASIA
Inna Osypenko-Radomska;25;Ukraine;2008;24/08/2008;Canoeing;1;0;0;1;3;Olympics;EUROPE
Aneta Pastuszka-Konieczna;30;Poland;2008;24/08/2008;Canoeing;0;1;0;1;2;Olympics;EUROPE
Carlos Pérez;29;Spain;2008;24/08/2008;Canoeing;1;0;0;1;3;Olympics;EUROPE
René Poulsen;19;Denmark;2008;24/08/2008;Canoeing;0;1;0;1;2;Olympics;EUROPE
Ronald Rauhe;26;Germany;2008;24/08/2008;Canoeing;0;1;0;1;2;Olympics;EUROPE
Nicole Reinhardt;22;Germany;2008;24/08/2008;Canoeing;1;0;0;1;3;Olympics;EUROPE
Michal Riszdorfer;31;Slovakia;2008;24/08/2008;Canoeing;0;1;0;1;2;Olympics;EUROPE
Richard Riszdorfer;27;Slovakia;2008;24/08/2008;Canoeing;0;1;0;1;2;Olympics;EUROPE
Antonio Scaduto;30;Italy;2008;24/08/2008;Canoeing;0;0;1;1;1;Olympics;EUROPE
Ondrej Štepánek;28;Czech Republic;2008;24/08/2008;Canoeing;0;1;0;1;2;Olympics;EUROPE
Gabriella Szabó;22;Hungary;2008;24/08/2008;Canoeing;0;1;0;1;2;Olympics;EUROPE
Juraj Tarr;29;Slovakia;2008;24/08/2008;Canoeing;0;1;0;1;2;Olympics;EUROPE
Sergey Ulegin;30;Russia;2008;24/08/2008;Canoeing;0;1;0;1;2;Olympics;ASIA
Attila Vajda;25;Hungary;2008;24/08/2008;Canoeing;1;0;0;1;3;Olympics;EUROPE
Adam Van Koeverden;26;Canada;2008;24/08/2008;Canoeing;0;1;0;1;2;Olympics;AMERICA
Anne-Laure Viard;27;France;2008;24/08/2008;Canoeing;0;0;1;1;1;Olympics;EUROPE
Erik Vlcek;26;Slovakia;2008;24/08/2008;Canoeing;0;1;0;1;2;Olympics;EUROPE
Jaroslav Volf;28;Czech Republic;2008;24/08/2008;Canoeing;0;1;0;1;2;Olympics;EUROPE
Conny Wassmuth;25;Germany;2008;24/08/2008;Canoeing;1;0;0;1;3;Olympics;EUROPE
Tim Wieskötter;29;Germany;2008;24/08/2008;Canoeing;0;1;0;1;2;Olympics;EUROPE
Yang Wenjun;24;China;2008;24/08/2008;Canoeing;1;0;0;1;3;Olympics;ASIA
Juraj Baca;27;Slovakia;2004;29/08/2004;Canoeing;0;0;1;1;1;Olympics;EUROPE
Björn Bach;28;Germany;2004;29/08/2004;Canoeing;0;1;0;1;2;Olympics;EUROPE
Hanna Balabanova;34;Ukraine;2004;29/08/2004;Canoeing;0;0;1;1;1;Olympics;EUROPE
Ledys Balceiro;29;Cuba;2004;29/08/2004;Canoeing;0;1;0;1;2;Olympics;AMERICA
Marcus Becker;22;Germany;2004;29/08/2004;Canoeing;0;1;0;1;2;Olympics;EUROPE
Beniamino Bonomi;36;Italy;2004;29/08/2004;Canoeing;0;1;0;1;2;Olympics;EUROPE
Kinga Bóta;27;Hungary;2004;29/08/2004;Canoeing;0;1;0;1;2;Olympics;EUROPE
Caroline Brunet;35;Canada;2004;29/08/2004;Canoeing;0;0;1;1;1;Olympics;AMERICA
Olena Cherevatova;34;Ukraine;2004;29/08/2004;Canoeing;0;0;1;1;1;Olympics;EUROPE
Tony Estanguet;26;France;2004;29/08/2004;Canoeing;1;0;0;1;3;Olympics;EUROPE
Nils Olav Fjeldheim;27;Norway;2004;29/08/2004;Canoeing;0;0;1;1;1;Olympics;EUROPE
Ben Fouhy;25;New Zealand;2004;29/08/2004;Canoeing;0;1;0;1;2;Olympics;OCEANIA
Rebecca Giddens;26;United States;2004;29/08/2004;Canoeing;0;1;0;1;2;Olympics;AMERICA
Christian Gille;28;Germany;2004;29/08/2004;Canoeing;1;0;0;1;3;Olympics;EUROPE
Stefan Henze;23;Germany;2004;29/08/2004;Canoeing;0;1;0;1;2;Olympics;EUROPE
Pavol Hochschorner;24;Slovakia;2004;29/08/2004;Canoeing;1;0;0;1;3;Olympics;EUROPE
Peter Hochschorner;24;Slovakia;2004;29/08/2004;Canoeing;1;0;0;1;3;Olympics;EUROPE
Gábor Horváth;32;Hungary;2004;29/08/2004;Canoeing;1;0;0;1;3;Olympics;EUROPE
Josefa Idem-Guerrini;39;Italy;2004;29/08/2004;Canoeing;0;1;0;1;2;Olympics;EUROPE
Andreas Ihle;25;Germany;2004;29/08/2004;Canoeing;0;1;0;1;2;Olympics;EUROPE
Elena Kaliská;32;Slovakia;2004;29/08/2004;Canoeing;1;0;0;1;3;Olympics;EUROPE
Zoltán Kammerer;26;Hungary;2004;29/08/2004;Canoeing;1;0;0;1;3;Olympics;EUROPE
György Kolonics;32;Hungary;2004;29/08/2004;Canoeing;0;0;1;1;1;Olympics;EUROPE
György Kozmann;26;Hungary;2004;29/08/2004;Canoeing;0;0;1;1;1;Olympics;EUROPE
Fabien Lefèvre;22;France;2004;29/08/2004;Canoeing;0;0;1;1;1;Olympics;EUROPE
Vadim Makhnyov;24;Belarus;2004;29/08/2004;Canoeing;0;0;1;1;1;Olympics;EUROPE
Michal Martikán;25;Slovakia;2004;29/08/2004;Canoeing;0;1;0;1;2;Olympics;EUROPE
Meng Guanliang;27;China;2004;29/08/2004;Canoeing;1;0;0;1;3;Olympics;ASIA
Henrik Nilsson;28;Sweden;2004;29/08/2004;Canoeing;1;0;0;1;3;Olympics;EUROPE
Maike Nollen;26;Germany;2004;29/08/2004;Canoeing;1;0;0;1;3;Olympics;EUROPE
Maksim Opalev;25;Russia;2004;29/08/2004;Canoeing;0;0;1;1;1;Olympics;ASIA
Markus Oscarsson;27;Sweden;2004;29/08/2004;Canoeing;1;0;0;1;3;Olympics;EUROPE
Inna Osypenko-Radomska;21;Ukraine;2004;29/08/2004;Canoeing;0;0;1;1;1;Olympics;EUROPE
Aneta Pastuszka-Konieczna;26;Poland;2004;29/08/2004;Canoeing;0;0;1;1;1;Olympics;EUROPE
Benoît Peschier;24;France;2004;29/08/2004;Canoeing;1;0;0;1;3;Olympics;EUROPE
Roman Petrushenko;23;Belarus;2004;29/08/2004;Canoeing;0;0;1;1;1;Olympics;EUROPE
Stefan Pfannmöller;23;Germany;2004;29/08/2004;Canoeing;0;0;1;1;1;Olympics;EUROPE
Ronald Rauhe;22;Germany;2004;29/08/2004;Canoeing;1;0;0;1;3;Olympics;EUROPE
Helen Reeves;23;Great Britain;2004;29/08/2004;Canoeing;0;0;1;1;1;Olympics;EUROPE
Michal Riszdorfer;27;Slovakia;2004;29/08/2004;Canoeing;0;0;1;1;1;Olympics;EUROPE
Richard Riszdorfer;23;Slovakia;2004;29/08/2004;Canoeing;0;0;1;1;1;Olympics;EUROPE
Clint Robinson;32;Australia;2004;29/08/2004;Canoeing;0;1;0;1;2;Olympics;OCEANIA
Ibrahim Rojas;28;Cuba;2004;29/08/2004;Canoeing;0;1;0;1;2;Olympics;AMERICA
Antonio Rossi;35;Italy;2004;29/08/2004;Canoeing;0;1;0;1;2;Olympics;EUROPE
Beata Sokolowska-Kulesza;30;Poland;2004;29/08/2004;Canoeing;0;0;1;1;1;Olympics;EUROPE
Ondrej Štepánek;24;Czech Republic;2004;29/08/2004;Canoeing;0;0;1;1;1;Olympics;EUROPE
Botond Storcz;29;Hungary;2004;29/08/2004;Canoeing;1;0;0;1;3;Olympics;EUROPE
Szilvia Szabó;25;Hungary;2004;29/08/2004;Canoeing;0;1;0;1;2;Olympics;EUROPE
Tetiana Teklian-Semykina;30;Ukraine;2004;29/08/2004;Canoeing;0;0;1;1;1;Olympics;EUROPE
Stefan Ulm;28;Germany;2004;29/08/2004;Canoeing;0;1;0;1;2;Olympics;EUROPE
Attila Vajda;21;Hungary;2004;29/08/2004;Canoeing;0;0;1;1;1;Olympics;EUROPE
Ákos Vereckei;26;Hungary;2004;29/08/2004;Canoeing;1;0;0;1;3;Olympics;EUROPE
Erzsébet Viski;24;Hungary;2004;29/08/2004;Canoeing;0;1;0;1;2;Olympics;EUROPE
Erik Vlcek;22;Slovakia;2004;29/08/2004;Canoeing;0;0;1;1;1;Olympics;EUROPE
Jaroslav Volf;24;Czech Republic;2004;29/08/2004;Canoeing;0;0;1;1;1;Olympics;EUROPE
Katrin Wagner-Augustin;26;Germany;2004;29/08/2004;Canoeing;1;0;0;1;3;Olympics;EUROPE
Campbell Walsh;26;Great Britain;2004;29/08/2004;Canoeing;0;1;0;1;2;Olympics;EUROPE
Tim Wieskötter;25;Germany;2004;29/08/2004;Canoeing;1;0;0;1;3;Olympics;EUROPE
Tomasz Wylenzek;21;Germany;2004;29/08/2004;Canoeing;1;0;0;1;3;Olympics;EUROPE
Ian Wynne;30;Great Britain;2004;29/08/2004;Canoeing;0;0;1;1;1;Olympics;EUROPE
Yang Wenjun;20;China;2004;29/08/2004;Canoeing;1;0;0;1;3;Olympics;ASIA
Mark Zabel;31;Germany;2004;29/08/2004;Canoeing;0;1;0;1;2;Olympics;EUROPE
Björn Bach;24;Germany;2000;01/10/2000;Canoeing;0;1;0;1;2;Olympics;EUROPE
Ledys Balceiro;25;Cuba;2000;01/10/2000;Canoeing;0;1;0;1;2;Olympics;AMERICA
Pawel Baraszkiewicz;23;Poland;2000;01/10/2000;Canoeing;0;1;0;1;2;Olympics;EUROPE
Anne-Lise Bardet;30;France;2000;01/10/2000;Canoeing;0;0;1;1;1;Olympics;EUROPE
Krisztián Bártfai;26;Hungary;2000;01/10/2000;Canoeing;0;0;1;1;1;Olympics;EUROPE
Dariusz Bialkowski;30;Poland;2000;01/10/2000;Canoeing;0;0;1;1;1;Olympics;EUROPE
Beniamino Bonomi;32;Italy;2000;01/10/2000;Canoeing;1;0;0;1;3;Olympics;EUROPE
Katrin Borchert;31;Australia;2000;01/10/2000;Canoeing;0;0;1;1;1;Olympics;OCEANIA
Tim Brabants;23;Great Britain;2000;01/10/2000;Canoeing;0;0;1;1;1;Olympics;EUROPE
Caroline Brunet;31;Canada;2000;01/10/2000;Canoeing;0;1;0;1;2;Olympics;AMERICA
Danny Collins;29;Australia;2000;01/10/2000;Canoeing;0;1;0;1;2;Olympics;OCEANIA
Tony Estanguet;22;France;2000;01/10/2000;Canoeing;1;0;0;1;3;Olympics;EUROPE
Pierpaolo Ferrazzi;35;Italy;2000;01/10/2000;Canoeing;0;0;1;1;1;Olympics;EUROPE
Steve Giles;28;Canada;2000;01/10/2000;Canoeing;0;0;1;1;1;Olympics;AMERICA
Brigitte Guibal;29;France;2000;01/10/2000;Canoeing;0;1;0;1;2;Olympics;EUROPE
Štepánka Hilgertová;32;Czech Republic;2000;01/10/2000;Canoeing;1;0;0;1;3;Olympics;EUROPE
Pavol Hochschorner;21;Slovakia;2000;01/10/2000;Canoeing;1;0;0;1;3;Olympics;EUROPE
Peter Hochschorner;21;Slovakia;2000;01/10/2000;Canoeing;1;0;0;1;3;Olympics;EUROPE
Gábor Horváth;28;Hungary;2000;01/10/2000;Canoeing;1;0;0;1;3;Olympics;EUROPE
Josefa Idem-Guerrini;36;Italy;2000;01/10/2000;Canoeing;1;0;0;1;3;Olympics;EUROPE
Raluca Ionita;24;Romania;2000;01/10/2000;Canoeing;0;0;1;1;1;Olympics;EUROPE
Daniel Jedraszko;24;Poland;2000;01/10/2000;Canoeing;0;1;0;1;2;Olympics;EUROPE
Marek Jiras;22;Czech Republic;2000;01/10/2000;Canoeing;0;0;1;1;1;Olympics;EUROPE
Rita Kobán;35;Hungary;2000;01/10/2000;Canoeing;0;1;0;1;2;Olympics;EUROPE
Lars Kober;23;Germany;2000;01/10/2000;Canoeing;0;0;1;1;1;Olympics;EUROPE
Michael Kolganov;25;Israel;2000;01/10/2000;Canoeing;0;0;1;1;1;Olympics;ASIA
György Kolonics;28;Hungary;2000;01/10/2000;Canoeing;1;0;0;1;3;Olympics;EUROPE
Grzegorz Kotowicz;27;Poland;2000;01/10/2000;Canoeing;0;0;1;1;1;Olympics;EUROPE
Krzysztof Kolomanski;27;Poland;2000;01/10/2000;Canoeing;0;1;0;1;2;Olympics;EUROPE
Mariana Limbau;23;Romania;2000;01/10/2000;Canoeing;0;0;1;1;1;Olympics;EUROPE
Tomáš Máder;26;Czech Republic;2000;01/10/2000;Canoeing;0;0;1;1;1;Olympics;EUROPE
Michal Martikán;21;Slovakia;2000;01/10/2000;Canoeing;0;1;0;1;2;Olympics;EUROPE
Juraj Mincík;23;Slovakia;2000;01/10/2000;Canoeing;0;0;1;1;1;Olympics;EUROPE
Manuela Mucke;25;Germany;2000;01/10/2000;Canoeing;1;0;0;1;3;Olympics;EUROPE
Henrik Nilsson;24;Sweden;2000;01/10/2000;Canoeing;0;1;0;1;2;Olympics;EUROPE
Ferenc Novák;31;Hungary;2000;01/10/2000;Canoeing;1;0;0;1;3;Olympics;EUROPE
Maksim Opalev;21;Russia;2000;01/10/2000;Canoeing;0;1;0;1;2;Olympics;ASIA
Markus Oscarsson;23;Sweden;2000;01/10/2000;Canoeing;0;1;0;1;2;Olympics;EUROPE
Aneta Pastuszka-Konieczna;22;Poland;2000;01/10/2000;Canoeing;0;0;1;1;1;Olympics;EUROPE
Leobaldo Pereira;28;Cuba;2000;01/10/2000;Canoeing;0;1;0;1;2;Olympics;AMERICA
Imre Pulai;32;Hungary;2000;01/10/2000;Canoeing;1;0;0;1;3;Olympics;EUROPE
Elena Radu;25;Romania;2000;01/10/2000;Canoeing;0;0;1;1;1;Olympics;EUROPE
Paul Ratcliffe;26;Great Britain;2000;01/10/2000;Canoeing;0;1;0;1;2;Olympics;EUROPE
Ronald Rauhe;18;Germany;2000;01/10/2000;Canoeing;0;0;1;1;1;Olympics;EUROPE
Ibrahim Rojas;24;Cuba;2000;01/10/2000;Canoeing;0;1;0;1;2;Olympics;AMERICA
Antonio Rossi;31;Italy;2000;01/10/2000;Canoeing;1;0;0;1;3;Olympics;EUROPE
Jan Schäfer;25;Germany;2000;01/10/2000;Canoeing;0;1;0;1;2;Olympics;EUROPE
Thomas Schmidt;24;Germany;2000;01/10/2000;Canoeing;1;0;0;1;3;Olympics;EUROPE
Anett Schuck;30;Germany;2000;01/10/2000;Canoeing;1;0;0;1;3;Olympics;EUROPE
Adam Seroczynski;26;Poland;2000;01/10/2000;Canoeing;0;0;1;1;1;Olympics;EUROPE
Beata Sokolowska-Kulesza;26;Poland;2000;01/10/2000;Canoeing;0;0;1;1;1;Olympics;EUROPE
Michal Staniszewski;27;Poland;2000;01/10/2000;Canoeing;0;1;0;1;2;Olympics;EUROPE
Sanda Toma;30;Romania;2000;01/10/2000;Canoeing;0;0;1;1;1;Olympics;EUROPE
Andrew Trim;31;Australia;2000;01/10/2000;Canoeing;0;1;0;1;2;Olympics;OCEANIA
Stefan Ulm;24;Germany;2000;01/10/2000;Canoeing;0;1;0;1;2;Olympics;EUROPE
Stefan Uteß;25;Germany;2000;01/10/2000;Canoeing;0;0;1;1;1;Olympics;EUROPE
Krisztián Veréb;23;Hungary;2000;01/10/2000;Canoeing;0;0;1;1;1;Olympics;EUROPE
Ákos Vereckei;23;Hungary;2000;01/10/2000;Canoeing;1;0;0;1;3;Olympics;EUROPE
Erzsébet Viski;20;Hungary;2000;01/10/2000;Canoeing;0;1;0;1;2;Olympics;EUROPE
Tim Wieskötter;21;Germany;2000;01/10/2000;Canoeing;0;0;1;1;1;Olympics;EUROPE
Marek Witkowski;26;Poland;2000;01/10/2000;Canoeing;0;0;1;1;1;Olympics;EUROPE
Mark Zabel;27;Germany;2000;01/10/2000;Canoeing;0;1;0;1;2;Olympics;EUROPE
Brett Anderson;20;United States;2008;24/08/2008;Baseball;0;0;1;1;1;Olympics;AMERICA
Jake Arrieta;22;United States;2008;24/08/2008;Baseball;0;0;1;1;1;Olympics;AMERICA
Brian Barden;27;United States;2008;24/08/2008;Baseball;0;0;1;1;1;Olympics;AMERICA
Alexei Bell;24;Cuba;2008;24/08/2008;Baseball;0;1;0;1;2;Olympics;AMERICA
Bong Jung-Keun;28;South Korea;2008;24/08/2008;Baseball;1;0;0;1;3;Olympics;ASIA
Matt Brown;26;United States;2008;24/08/2008;Baseball;0;0;1;1;1;Olympics;AMERICA
Trevor Cahill;20;United States;2008;24/08/2008;Baseball;0;0;1;1;1;Olympics;AMERICA
Frederich Cepeda;28;Cuba;2008;24/08/2008;Baseball;0;1;0;1;2;Olympics;AMERICA
Jeremy Cummings;31;United States;2008;24/08/2008;Baseball;0;0;1;1;1;Olympics;AMERICA
Alfredo Despaigne;22;Cuba;2008;24/08/2008;Baseball;0;1;0;1;2;Olympics;AMERICA
Jason Donald;23;United States;2008;24/08/2008;Baseball;0;0;1;1;1;Olympics;AMERICA
Brian Duensing;25;United States;2008;24/08/2008;Baseball;0;0;1;1;1;Olympics;AMERICA
Giorvis Duvergel;28;Cuba;2008;24/08/2008;Baseball;0;1;0;1;2;Olympics;AMERICA
Michel Enríquez;29;Cuba;2008;24/08/2008;Baseball;0;1;0;1;2;Olympics;AMERICA
Dexter Fowler;22;United States;2008;24/08/2008;Baseball;0;0;1;1;1;Olympics;AMERICA
John Gall;30;United States;2008;24/08/2008;Baseball;0;0;1;1;1;Olympics;AMERICA
Gang Min-Ho;22;South Korea;2008;24/08/2008;Baseball;1;0;0;1;3;Olympics;ASIA
Go Yeong-Min;24;South Korea;2008;24/08/2008;Baseball;1;0;0;1;3;Olympics;ASIA
Norberto González;28;Cuba;2008;24/08/2008;Baseball;0;1;0;1;2;Olympics;AMERICA
Yulieski Gourriel;24;Cuba;2008;24/08/2008;Baseball;0;1;0;1;2;Olympics;AMERICA
Gwon Hyeok;24;South Korea;2008;24/08/2008;Baseball;1;0;0;1;3;Olympics;ASIA
Han Gi-Ju;21;South Korea;2008;24/08/2008;Baseball;1;0;0;1;3;Olympics;ASIA
Mike Hessman;30;United States;2008;24/08/2008;Baseball;0;0;1;1;1;Olympics;AMERICA
Jang Won-Sam;25;South Korea;2008;24/08/2008;Baseball;1;0;0;1;3;Olympics;ASIA
Jeong Dae-Hyeon;29;South Korea;2008;24/08/2008;Baseball;1;0;0;1;3;Olympics;ASIA
Jeong Geun-U;25;South Korea;2008;24/08/2008;Baseball;1;0;0;1;3;Olympics;ASIA
Kevin Jepsen;24;United States;2008;24/08/2008;Baseball;0;0;1;1;1;Olympics;AMERICA
Jin Gab-Yong;34;South Korea;2008;24/08/2008;Baseball;1;0;0;1;3;Olympics;ASIA
Kim Dong-Ju;32;South Korea;2008;24/08/2008;Baseball;1;0;0;1;3;Olympics;ASIA
Kim Gwang-Hyeon;20;South Korea;2008;24/08/2008;Baseball;1;0;0;1;3;Olympics;ASIA
Kim Hyeon-Su;20;South Korea;2008;24/08/2008;Baseball;1;0;0;1;3;Olympics;ASIA
Kim Min-Jae;35;South Korea;2008;24/08/2008;Baseball;1;0;0;1;3;Olympics;ASIA
Brandon Knight;32;United States;2008;24/08/2008;Baseball;0;0;1;1;1;Olympics;AMERICA
Mike Koplove;31;United States;2008;24/08/2008;Baseball;0;0;1;1;1;Olympics;AMERICA
Miguel La Hera;23;Cuba;2008;24/08/2008;Baseball;0;1;0;1;2;Olympics;AMERICA
Matt LaPorta;23;United States;2008;24/08/2008;Baseball;0;0;1;1;1;Olympics;AMERICA
Pedro Luis Lazo;35;Cuba;2008;24/08/2008;Baseball;0;1;0;1;2;Olympics;AMERICA
