Athlete;Age;Country;Year;Closing Ceremony Date;Sport;Gold Medals;Silver Medals;Bronze Medals;Total Medals;Points;Type;Continent
Swin Cash;32;United States;2016;12/08/2016;Basketball;1;0;0;1;3;Olympics;AMERICA
Tamika Catchings;33;United States;2016;12/08/2016;Basketball;1;0;0;1;3;Olympics;AMERICA
Tyson Chandler;29;United States;2016;12/08/2016;Basketball;1;0;0;1;3;Olympics;AMERICA
Tina Charles;23;United States;2016;12/08/2016;Basketball;1;0;0;1;3;Olympics;AMERICA
Víctor Claver;23;Spain;2016;12/08/2016;Basketball;0;1;0;1;2;Olympics;EUROPE
Anthony Davis;19;United States;2016;12/08/2016;Basketball;1;0;0;1;3;Olympics;AMERICA
Jennifer Digbeu;25;France;2016;12/08/2016;Basketball;0;1;0;1;2;Olympics;EUROPE
Céline Dumerc;30;France;2016;12/08/2016;Basketball;0;1;0;1;2;Olympics;EUROPE
Kevin Durant;23;United States;2016;12/08/2016;Basketball;1;0;0;1;3;Olympics;AMERICA
Rudy Fernández;27;Spain;2016;12/08/2016;Basketball;0;1;0;1;2;Olympics;EUROPE
Sylvia Fowles;26;United States;2016;12/08/2016;Basketball;1;0;0;1;3;Olympics;AMERICA
Vitaly Fridzon;26;Russia;2016;12/08/2016;Basketball;0;0;1;1;1;Olympics;ASIA
Marc Gasol;27;Spain;2016;12/08/2016;Basketball;0;1;0;1;2;Olympics;EUROPE
Pau Gasol;32;Spain;2016;12/08/2016;Basketball;0;1;0;1;2;Olympics;EUROPE
Elodie Godin;27;France;2016;12/08/2016;Basketball;0;1;0;1;2;Olympics;EUROPE
Émilie Gomis;28;France;2016;12/08/2016;Basketball;0;1;0;1;2;Olympics;EUROPE
Sandrine Gruda;25;France;2016;12/08/2016;Basketball;0;1;0;1;2;Olympics;EUROPE
James Harden;22;United States;2016;12/08/2016;Basketball;1;0;0;1;3;Olympics;AMERICA
Kristi Harrower;37;Australia;2016;12/08/2016;Basketball;0;0;1;1;1;Olympics;OCEANIA
Serge Ibaka;22;Spain;2016;12/08/2016;Basketball;0;1;0;1;2;Olympics;EUROPE
Andre Iguodala;28;United States;2016;12/08/2016;Basketball;1;0;0;1;3;Olympics;AMERICA
Lauren Jackson;31;Australia;2016;12/08/2016;Basketball;0;0;1;1;1;Olympics;OCEANIA
LeBron James;27;United States;2016;12/08/2016;Basketball;1;0;0;1;3;Olympics;AMERICA
Rachel Jarry;20;Australia;2016;12/08/2016;Basketball;0;0;1;1;1;Olympics;OCEANIA
Asjha Jones;31;United States;2016;12/08/2016;Basketball;1;0;0;1;3;Olympics;AMERICA
Sergey Karasyov;18;Russia;2016;12/08/2016;Basketball;0;0;1;1;1;Olympics;ASIA
Aleksandr Kaun;27;Russia;2016;12/08/2016;Basketball;0;0;1;1;1;Olympics;ASIA
Viktor Khryapa;29;Russia;2016;12/08/2016;Basketball;0;0;1;1;1;Olympics;ASIA
Dmitry Khvostov;22;Russia;2016;12/08/2016;Basketball;0;0;1;1;1;Olympics;ASIA
Andrey Kirilenko;31;Russia;2016;12/08/2016;Basketball;0;0;1;1;1;Olympics;ASIA
Marion Laborde;25;France;2016;12/08/2016;Basketball;0;1;0;1;2;Olympics;EUROPE
Edwige Lawson-Wade;33;France;2016;12/08/2016;Basketball;0;1;0;1;2;Olympics;EUROPE
Florence Lepron;27;France;2016;12/08/2016;Basketball;0;1;0;1;2;Olympics;EUROPE
Sergio Llull;24;Spain;2016;12/08/2016;Basketball;0;1;0;1;2;Olympics;EUROPE
Kevin Love;23;United States;2016;12/08/2016;Basketball;1;0;0;1;3;Olympics;AMERICA
Kathleen MacLeod;25;Australia;2016;12/08/2016;Basketball;0;0;1;1;1;Olympics;OCEANIA
Angel McCoughtry;25;United States;2016;12/08/2016;Basketball;1;0;0;1;3;Olympics;AMERICA
Endéné Miyem;24;France;2016;12/08/2016;Basketball;0;1;0;1;2;Olympics;EUROPE
Sergey Monya;29;Russia;2016;12/08/2016;Basketball;0;0;1;1;1;Olympics;ASIA
Maya Moore;23;United States;2016;12/08/2016;Basketball;1;0;0;1;3;Olympics;AMERICA
Timofey Mozgov;26;Russia;2016;12/08/2016;Basketball;0;0;1;1;1;Olympics;ASIA
Juan Carlos Navarro;32;Spain;2016;12/08/2016;Basketball;0;1;0;1;2;Olympics;EUROPE
Emmeline Ndongue;29;France;2016;12/08/2016;Basketball;0;1;0;1;2;Olympics;EUROPE
Jenna O'Hea;25;Australia;2016;12/08/2016;Basketball;0;0;1;1;1;Olympics;OCEANIA
Candace Parker;26;United States;2016;12/08/2016;Basketball;1;0;0;1;3;Olympics;AMERICA
Chris Paul;27;United States;2016;12/08/2016;Basketball;1;0;0;1;3;Olympics;AMERICA
Anton Ponkrashov;26;Russia;2016;12/08/2016;Basketball;0;0;1;1;1;Olympics;ASIA
Felipe Reyes;32;Spain;2016;12/08/2016;Basketball;0;1;0;1;2;Olympics;EUROPE
Samantha Richards;29;Australia;2016;12/08/2016;Basketball;0;0;1;1;1;Olympics;OCEANIA
Sergio Rodríguez;26;Spain;2016;12/08/2016;Basketball;0;1;0;1;2;Olympics;EUROPE
Víctor Sada;28;Spain;2016;12/08/2016;Basketball;0;1;0;1;2;Olympics;EUROPE
Fernando San Emeterio;28;Spain;2016;12/08/2016;Basketball;0;1;0;1;2;Olympics;EUROPE
Jenni Screen;30;Australia;2016;12/08/2016;Basketball;0;0;1;1;1;Olympics;OCEANIA
Aleksey Shved;23;Russia;2016;12/08/2016;Basketball;0;0;1;1;1;Olympics;ASIA
Belinda Snell;31;Australia;2016;12/08/2016;Basketball;0;0;1;1;1;Olympics;OCEANIA
Laura Summerton-Hodges;28;Australia;2016;12/08/2016;Basketball;0;0;1;1;1;Olympics;OCEANIA
Diana Taurasi;30;United States;2016;12/08/2016;Basketball;1;0;0;1;3;Olympics;AMERICA
Yevgeny Voronov;26;Russia;2016;12/08/2016;Basketball;0;0;1;1;1;Olympics;ASIA
Russell Westbrook;23;United States;2016;12/08/2016;Basketball;1;0;0;1;3;Olympics;AMERICA
Lindsay Whalen;30;United States;2016;12/08/2016;Basketball;1;0;0;1;3;Olympics;AMERICA
Deron Williams;28;United States;2016;12/08/2016;Basketball;1;0;0;1;3;Olympics;AMERICA
Isabelle Yacoubou;26;France;2016;12/08/2016;Basketball;0;1;0;1;2;Olympics;EUROPE
Mathias Boe;32;Denmark;2016;12/08/2016;Badminton;0;1;0;1;2;Olympics;EUROPE
Cai Yun;32;China;2016;12/08/2016;Badminton;1;0;0;1;3;Olympics;ASIA
Chen Long;23;China;2016;12/08/2016;Badminton;0;0;1;1;1;Olympics;ASIA
Fu Haifeng;28;China;2016;12/08/2016;Badminton;1;0;0;1;3;Olympics;ASIA
Mizuki Fujii;23;Japan;2016;12/08/2016;Badminton;0;1;0;1;2;Olympics;ASIA
Jeong Jae-Seong;29;South Korea;2016;12/08/2016;Badminton;0;0;1;1;1;Olympics;ASIA
Reika Kakiiwa;23;Japan;2016;12/08/2016;Badminton;0;1;0;1;2;Olympics;ASIA
Lee Chong Wei;29;Malaysia;2016;12/08/2016;Badminton;0;1;0;1;2;Olympics;ASIA
Lee Yong-Dae;23;South Korea;2016;12/08/2016;Badminton;0;0;1;1;1;Olympics;ASIA
Li Xuerui;21;China;2016;12/08/2016;Badminton;1;0;0;1;3;Olympics;ASIA
Lin Dan;28;China;2016;12/08/2016;Badminton;1;0;0;1;3;Olympics;ASIA
Ma Jin;24;China;2016;12/08/2016;Badminton;0;1;0;1;2;Olympics;ASIA
Carsten Mogensen;29;Denmark;2016;12/08/2016;Badminton;0;1;0;1;2;Olympics;EUROPE
Saina Nehwal;22;India;2016;12/08/2016;Badminton;0;0;1;1;1;Olympics;ASIA
Joachim Fischer Nielsen;33;Denmark;2016;12/08/2016;Badminton;0;0;1;1;1;Olympics;EUROPE
Christinna Pedersen;26;Denmark;2016;12/08/2016;Badminton;0;0;1;1;1;Olympics;EUROPE
Valeriya Sorokina;28;Russia;2016;12/08/2016;Badminton;0;0;1;1;1;Olympics;ASIA
Tian Qing;25;China;2016;12/08/2016;Badminton;1;0;0;1;3;Olympics;ASIA
Nina Vislova;25;Russia;2016;12/08/2016;Badminton;0;0;1;1;1;Olympics;ASIA
Wang Yihan;24;China;2016;12/08/2016;Badminton;0;1;0;1;2;Olympics;ASIA
Xu Chen;27;China;2016;12/08/2016;Badminton;0;1;0;1;2;Olympics;ASIA
Zhang Nan;22;China;2016;12/08/2016;Badminton;1;0;0;1;3;Olympics;ASIA
Valerie Adams-Vili;27;New Zealand;2016;12/08/2016;Athletics;1;0;0;1;3;Olympics;OCEANIA
Habiba Al-Ghribi-Boudra;28;Tunisia;2016;12/08/2016;Athletics;0;1;0;1;2;Olympics;AFRICA
Ade Alleyne-Forte;23;Trinidad and Tobago;2016;12/08/2016;Athletics;0;0;1;1;1;Olympics;AMERICA
Nijel Amos;18;Botswana;2016;12/08/2016;Athletics;0;1;0;1;2;Olympics;AFRICA
Sofia Assefa;24;Ethiopia;2016;12/08/2016;Athletics;0;0;1;1;1;Olympics;AFRICA
Ryan Bailey;23;United States;2016;12/08/2016;Athletics;0;1;0;1;2;Olympics;AMERICA
Kemar Bailey-Cole;20;Jamaica;2016;12/08/2016;Athletics;1;0;0;1;3;Olympics;AMERICA
Keshia Baker;24;United States;2016;12/08/2016;Athletics;1;0;0;1;3;Olympics;AMERICA
Brigetta Barrett;21;United States;2016;12/08/2016;Athletics;0;1;0;1;2;Olympics;AMERICA
Erick Barrondo;21;Guatemala;2016;12/08/2016;Athletics;0;1;0;1;2;Olympics;AMERICA
Mutaz Essa Barshim;21;Qatar;2016;12/08/2016;Athletics;0;0;1;1;1;Olympics;ASIA
Tariku Bekele;25;Ethiopia;2016;12/08/2016;Athletics;0;0;1;1;1;Olympics;AFRICA
Keston Bledman;24;Trinidad and Tobago;2016;12/08/2016;Athletics;0;0;1;1;1;Olympics;AMERICA
Chris Brown;33;Bahamas;2016;12/08/2016;Athletics;1;0;0;1;3;Olympics;AMERICA
Yelyzaveta Bryzhina;22;Ukraine;2016;12/08/2016;Athletics;0;0;1;1;1;Olympics;EUROPE
Gamze Bulut;20;Turkey;2016;12/08/2016;Athletics;0;1;0;1;2;Olympics;ASIA
Marc Burns;29;Trinidad and Tobago;2016;12/08/2016;Athletics;0;0;1;1;1;Olympics;AMERICA
Asli Çakir;26;Turkey;2016;12/08/2016;Athletics;1;0;0;1;3;Olympics;ASIA
Emmanuel Callender;28;Trinidad and Tobago;2016;12/08/2016;Athletics;0;0;1;1;1;Olympics;AMERICA
Schillonie Calvert;24;Jamaica;2016;12/08/2016;Athletics;0;1;0;1;2;Olympics;AMERICA
Nesta Carter;26;Jamaica;2016;12/08/2016;Athletics;1;0;0;1;3;Olympics;AMERICA
Chen Ding;19;China;2016;12/08/2016;Athletics;1;0;0;1;3;Olympics;ASIA
Tatyana Chernova;24;Russia;2016;12/08/2016;Athletics;0;0;1;1;1;Olympics;ASIA
Anna Chicherova;30;Russia;2016;12/08/2016;Athletics;1;0;0;1;3;Olympics;ASIA
Javier Culson;28;Puerto Rico;2016;12/08/2016;Athletics;0;0;1;1;1;Olympics;AMERICA
Christine Day;25;Jamaica;2016;12/08/2016;Athletics;0;0;1;1;1;Olympics;AMERICA
Meseret Defar;28;Ethiopia;2016;12/08/2016;Athletics;1;0;0;1;3;Olympics;AFRICA
Janay DeLoach;26;United States;2016;12/08/2016;Athletics;0;0;1;1;1;Olympics;AMERICA
Jeff Demps;22;United States;2016;12/08/2016;Athletics;0;1;0;1;2;Olympics;AMERICA
Lashinda Demus;29;United States;2016;12/08/2016;Athletics;0;1;0;1;2;Olympics;AMERICA
Diamond Dixon;20;United States;2016;12/08/2016;Athletics;1;0;0;1;3;Olympics;AMERICA
Fabrizio Donato;35;Italy;2016;12/08/2016;Athletics;0;0;1;1;1;Olympics;EUROPE
Derek Drouin;22;Canada;2016;12/08/2016;Athletics;0;0;1;1;1;Olympics;AMERICA
Ashton Eaton;24;United States;2016;12/08/2016;Athletics;1;0;0;1;3;Olympics;AMERICA
Jessica Ennis;26;Great Britain;2016;12/08/2016;Athletics;1;0;0;1;3;Olympics;EUROPE
Tatyana Firova;29;Russia;2016;12/08/2016;Athletics;0;1;0;1;2;Olympics;ASIA
Michael Frater;29;Jamaica;2016;12/08/2016;Athletics;1;0;0;1;3;Olympics;AMERICA
Tyson Gay;30;United States;2016;12/08/2016;Athletics;0;1;0;1;2;Olympics;AMERICA
Dejen Gebremeskel;22;Ethiopia;2016;12/08/2016;Athletics;0;1;0;1;2;Olympics;AFRICA
Tiki Gelana;24;Ethiopia;2016;12/08/2016;Athletics;1;0;0;1;3;Olympics;AFRICA
Gong Lijiao;23;China;2016;12/08/2016;Athletics;0;0;1;1;1;Olympics;ASIA
Robbie Grabarz;24;Great Britain;2016;12/08/2016;Athletics;0;0;1;1;1;Olympics;EUROPE
Yuliya Gushchina;29;Russia;2016;12/08/2016;Athletics;0;1;0;1;2;Olympics;ASIA
Ehsan Haddadi;27;Iran;2016;12/08/2016;Athletics;0;1;0;1;2;Olympics;ASIA
Trey Hardee;28;United States;2016;12/08/2016;Athletics;0;1;0;1;2;Olympics;AMERICA
Dawn Harper;28;United States;2016;12/08/2016;Athletics;0;1;0;1;2;Olympics;AMERICA
Robert Harting;27;Germany;2016;12/08/2016;Athletics;1;0;0;1;3;Olympics;EUROPE
Betty Heidler;28;Germany;2016;12/08/2016;Athletics;0;0;1;1;1;Olympics;EUROPE
Zuzana Hejnová;25;Czech Republic;2016;12/08/2016;Athletics;0;0;1;1;1;Olympics;EUROPE
Samantha Henry-Robinson;23;Jamaica;2016;12/08/2016;Athletics;0;1;0;1;2;Olympics;AMERICA
Reese Hoffa;34;United States;2016;12/08/2016;Athletics;0;0;1;1;1;Olympics;AMERICA
Raphael Holzdeppe;22;Germany;2016;12/08/2016;Athletics;0;0;1;1;1;Olympics;EUROPE
Caterine Ibargüén;28;Colombia;2016;12/08/2016;Athletics;0;1;0;1;2;Olympics;AMERICA
Abdalaati Iguider;25;Morocco;2016;12/08/2016;Athletics;0;0;1;1;1;Olympics;AFRICA
Yelena Isinbayeva;30;Russia;2016;12/08/2016;Athletics;0;0;1;1;1;Olympics;ASIA
Maryam Jamal;27;Bahrain;2016;12/08/2016;Athletics;0;0;1;1;1;Olympics;ASIA
Kirani James;19;Grenada;2016;12/08/2016;Athletics;1;0;0;1;3;Olympics;AMERICA
Priscah Jeptoo;28;Kenya;2016;12/08/2016;Athletics;0;1;0;1;2;Olympics;AFRICA
Olga Kaniskina;27;Russia;2016;12/08/2016;Athletics;0;1;0;1;2;Olympics;ASIA
Gerd Kanter;33;Estonia;2016;12/08/2016;Athletics;0;0;1;1;1;Olympics;EUROPE
Anastasiya Kapachinskaya;32;Russia;2016;12/08/2016;Athletics;0;1;0;1;2;Olympics;ASIA
Ezekiel Kemboi;30;Kenya;2016;12/08/2016;Athletics;1;0;0;1;3;Olympics;AFRICA
Trell Kimmons;27;United States;2016;12/08/2016;Athletics;0;1;0;1;2;Olympics;AMERICA
Stephen Kiprotich;23;Uganda;2016;12/08/2016;Athletics;1;0;0;1;3;Olympics;AFRICA
Wilson Kipsang Kiprotich;30;Kenya;2016;12/08/2016;Athletics;0;0;1;1;1;Olympics;AFRICA
Sally Jepkosgei Kipyego;26;Kenya;2016;12/08/2016;Athletics;0;1;0;1;2;Olympics;AFRICA
Sergey Kirdyapkin;32;Russia;2016;12/08/2016;Athletics;1;0;0;1;3;Olympics;ASIA
Abel Kirui;30;Kenya;2016;12/08/2016;Athletics;0;1;0;1;2;Olympics;AFRICA
Timothy Kitum;17;Kenya;2016;12/08/2016;Athletics;0;0;1;1;1;Olympics;AFRICA
Bianca Knight;23;United States;2016;12/08/2016;Athletics;1;0;0;1;3;Olympics;AMERICA
Yevgeniya Kolodko;22;Russia;2016;12/08/2016;Athletics;0;1;0;1;2;Olympics;ASIA
Primož Kozmus;32;Slovenia;2016;12/08/2016;Athletics;0;1;0;1;2;Olympics;EUROPE
Antonina Krivoshapka;25;Russia;2016;12/08/2016;Athletics;0;1;0;1;2;Olympics;ASIA
Erik Kynard;21;United States;2016;12/08/2016;Athletics;0;1;0;1;2;Olympics;AMERICA
Yelena Lashmanova;20;Russia;2016;12/08/2016;Athletics;1;0;0;1;3;Olympics;ASIA
Renaud Lavillenie;25;France;2016;12/08/2016;Athletics;1;0;0;1;3;Olympics;EUROPE
Deon Lendore;19;Trinidad and Tobago;2016;12/08/2016;Athletics;0;0;1;1;1;Olympics;AMERICA
Li Yanfeng;33;China;2016;12/08/2016;Athletics;0;0;1;1;1;Olympics;ASIA
Shereefa Lloyd;29;Jamaica;2016;12/08/2016;Athletics;0;0;1;1;1;Olympics;AMERICA
Thomas Longosiwa;30;Kenya;2016;12/08/2016;Athletics;0;0;1;1;1;Olympics;AFRICA
Tatyana Lysenko;28;Russia;2016;12/08/2016;Athletics;1;0;0;1;3;Olympics;ASIA
Tianna Madison;26;United States;2016;12/08/2016;Athletics;1;0;0;1;3;Olympics;AMERICA
Tomasz Majewski;30;Poland;2016;12/08/2016;Athletics;1;0;0;1;3;Olympics;EUROPE
Taoufik Makhloufi;24;Algeria;2016;12/08/2016;Athletics;1;0;0;1;3;Olympics;AFRICA
Josh Mance;20;United States;2016;12/08/2016;Athletics;0;1;0;1;2;Olympics;AMERICA
Leo Manzano;27;United States;2016;12/08/2016;Athletics;0;1;0;1;2;Olympics;AMERICA
Michael Mathieu;28;Bahamas;2016;12/08/2016;Athletics;1;0;0;1;3;Olympics;AMERICA
Francena McCorory;23;United States;2016;12/08/2016;Athletics;1;0;0;1;3;Olympics;AMERICA
Sally McLellan-Pearson;25;Australia;2016;12/08/2016;Athletics;1;0;0;1;3;Olympics;OCEANIA
Tony McQuay;22;United States;2016;12/08/2016;Athletics;0;1;0;1;2;Olympics;AMERICA
Mahiedine Mekhissi-Benabbad;27;France;2016;12/08/2016;Athletics;0;1;0;1;2;Olympics;EUROPE
Aries Merritt;27;United States;2016;12/08/2016;Athletics;1;0;0;1;3;Olympics;AMERICA
Ramon Miller;25;Bahamas;2016;12/08/2016;Athletics;1;0;0;1;3;Olympics;AMERICA
Manteo Mitchell;25;United States;2016;12/08/2016;Athletics;0;1;0;1;2;Olympics;AMERICA
Koji Murofushi;37;Japan;2016;12/08/2016;Athletics;0;0;1;1;1;Olympics;ASIA
Abel Mutai;23;Kenya;2016;12/08/2016;Athletics;0;0;1;1;1;Olympics;AFRICA
Nataliya Nazarova;33;Russia;2016;12/08/2016;Athletics;0;1;0;1;2;Olympics;ASIA
Bryshon Nellum;23;United States;2016;12/08/2016;Athletics;0;1;0;1;2;Olympics;AMERICA
Christina Obergföll;30;Germany;2016;12/08/2016;Athletics;0;1;0;1;2;Olympics;EUROPE
Christine Ohuruogu;28;Great Britain;2016;12/08/2016;Athletics;0;1;0;1;2;Olympics;EUROPE
Björn Otto;34;Germany;2016;12/08/2016;Athletics;0;1;0;1;2;Olympics;EUROPE
Oleksandr P'iatnytsia;27;Ukraine;2016;12/08/2016;Athletics;0;1;0;1;2;Olympics;EUROPE
Hansle Parchment;22;Jamaica;2016;12/08/2016;Athletics;0;0;1;1;1;Olympics;AMERICA
Krisztián Pars;30;Hungary;2016;12/08/2016;Athletics;1;0;0;1;3;Olympics;EUROPE
Darvis Patton;34;United States;2016;12/08/2016;Athletics;0;1;0;1;2;Olympics;AMERICA
Sandra Perkovic;22;Croatia;2016;12/08/2016;Athletics;1;0;0;1;3;Olympics;EUROPE
Tatyana Petrova-Arkhipova;29;Russia;2016;12/08/2016;Athletics;0;0;1;1;1;Olympics;ASIA
Demetrius Pinder;23;Bahamas;2016;12/08/2016;Athletics;1;0;0;1;3;Olympics;AMERICA
Darya Pishchalnikova;27;Russia;2016;12/08/2016;Athletics;0;1;0;1;2;Olympics;ASIA
Yekaterina Poistogova;21;Russia;2016;12/08/2016;Athletics;0;0;1;1;1;Olympics;ASIA
Olesia Povkh;24;Ukraine;2016;12/08/2016;Athletics;0;0;1;1;1;Olympics;EUROPE
Qieyang Shenjie;21;China;2016;12/08/2016;Athletics;0;0;1;1;1;Olympics;ASIA
Brittney Reese;25;United States;2016;12/08/2016;Athletics;1;0;0;1;3;Olympics;AMERICA
Jason Richardson;26;United States;2016;12/08/2016;Athletics;0;1;0;1;2;Olympics;AMERICA
Mariya Riemien;25;Ukraine;2016;12/08/2016;Athletics;0;0;1;1;1;Olympics;EUROPE
David Rudisha;23;Kenya;2016;12/08/2016;Athletics;1;0;0;1;3;Olympics;AFRICA
Galen Rupp;26;United States;2016;12/08/2016;Athletics;0;1;0;1;2;Olympics;AMERICA
Greg Rutherford;25;Great Britain;2016;12/08/2016;Athletics;1;0;0;1;3;Olympics;EUROPE
Antti Ruuskanen;28;Finland;2016;12/08/2016;Athletics;0;0;1;1;1;Olympics;EUROPE
Olga Rypakova;27;Kazakhstan;2016;12/08/2016;Athletics;1;0;0;1;3;Olympics;ASIA
Olha Saladukha;29;Ukraine;2016;12/08/2016;Athletics;0;0;1;1;1;Olympics;EUROPE
Félix Sánchez;34;Dominican Republic;2016;12/08/2016;Athletics;1;0;0;1;3;Olympics;AMERICA
Luguelín Santos;19;Dominican Republic;2016;12/08/2016;Athletics;0;1;0;1;2;Olympics;AMERICA
Mariya Savinova;26;Russia;2016;12/08/2016;Athletics;1;0;0;1;3;Olympics;ASIA
Lilli Schwarzkopf;28;Germany;2016;12/08/2016;Athletics;0;1;0;1;2;Olympics;EUROPE
Caster Semenya;21;South Africa;2016;12/08/2016;Athletics;0;1;0;1;2;Olympics;AFRICA
Svetlana Shkolina;26;Russia;2016;12/08/2016;Athletics;0;0;1;1;1;Olympics;ASIA
Si Tianfeng;28;China;2016;12/08/2016;Athletics;0;0;1;1;1;Olympics;ASIA
Yarisley Silva;25;Cuba;2016;12/08/2016;Athletics;0;1;0;1;2;Olympics;AMERICA
Sherone Simpson;27;Jamaica;2016;12/08/2016;Athletics;0;1;0;1;2;Olympics;AMERICA
Yelena Sokolova;26;Russia;2016;12/08/2016;Athletics;0;1;0;1;2;Olympics;ASIA
Jarrin Solomon;26;Trinidad and Tobago;2016;12/08/2016;Athletics;0;0;1;1;1;Olympics;AMERICA
Barbora Špotáková;31;Czech Republic;2016;12/08/2016;Athletics;1;0;0;1;3;Olympics;EUROPE
Linda Stahl;26;Germany;2016;12/08/2016;Athletics;0;0;1;1;1;Olympics;EUROPE
Kerron Stewart;28;Jamaica;2016;12/08/2016;Athletics;0;1;0;1;2;Olympics;AMERICA
David Storl;22;Germany;2016;12/08/2016;Athletics;0;1;0;1;2;Olympics;EUROPE
Jenn Stuczynski-Suhr;30;United States;2016;12/08/2016;Athletics;1;0;0;1;3;Olympics;AMERICA
Hrystyna Stuy;24;Ukraine;2016;12/08/2016;Athletics;0;0;1;1;1;Olympics;EUROPE
Leonel Suárez;24;Cuba;2016;12/08/2016;Athletics;0;0;1;1;1;Olympics;AMERICA
Jared Tallent;27;Australia;2016;12/08/2016;Athletics;0;1;0;1;2;Olympics;OCEANIA
Jeneba Tarmoh;22;United States;2016;12/08/2016;Athletics;1;0;0;1;3;Olympics;AMERICA
Angelo Taylor;33;United States;2016;12/08/2016;Athletics;0;1;0;1;2;Olympics;AMERICA
Christian Taylor;22;United States;2016;12/08/2016;Athletics;1;0;0;1;3;Olympics;AMERICA
Richard Thompson;27;Trinidad and Tobago;2016;12/08/2016;Athletics;0;0;1;1;1;Olympics;AMERICA
Michael Tinsley;28;United States;2016;12/08/2016;Athletics;0;1;0;1;2;Olympics;AMERICA
Ivan Ukhov;26;Russia;2016;12/08/2016;Athletics;1;0;0;1;3;Olympics;ASIA
Keshorn Walcott;19;Trinidad and Tobago;2016;12/08/2016;Athletics;1;0;0;1;3;Olympics;AMERICA
Wang Zhen;20;China;2016;12/08/2016;Athletics;0;0;1;1;1;Olympics;ASIA
Mitch Watt;24;Australia;2016;12/08/2016;Athletics;0;1;0;1;2;Olympics;OCEANIA
Warren Weir;22;Jamaica;2016;12/08/2016;Athletics;0;0;1;1;1;Olympics;AMERICA
Kellie Wells;30;United States;2016;12/08/2016;Athletics;0;0;1;1;1;Olympics;AMERICA
Rosemarie Whyte;25;Jamaica;2016;12/08/2016;Athletics;0;0;1;1;1;Olympics;AMERICA
Lauryn Williams;28;United States;2016;12/08/2016;Athletics;1;0;0;1;3;Olympics;AMERICA
Shericka Williams;26;Jamaica;2016;12/08/2016;Athletics;0;0;1;1;1;Olympics;AMERICA
Novlene Williams-Mills;30;Jamaica;2016;12/08/2016;Athletics;0;0;1;1;1;Olympics;AMERICA
Anita Wlodarczyk;27;Poland;2016;12/08/2016;Athletics;0;1;0;1;2;Olympics;EUROPE
Yuliya Zaripova;26;Russia;2016;12/08/2016;Athletics;1;0;0;1;3;Olympics;ASIA
Mariana Avitia;18;Mexico;2016;12/08/2016;Archery;0;0;1;1;1;Olympics;AMERICA
Cheng Ming;26;China;2016;12/08/2016;Archery;0;1;0;1;2;Olympics;ASIA
Choi Hyeon-Ju;27;South Korea;2016;12/08/2016;Archery;1;0;0;1;3;Olympics;ASIA
Dai Xiaoxiang;21;China;2016;12/08/2016;Archery;0;0;1;1;1;Olympics;ASIA
Brady Ellison;23;United States;2016;12/08/2016;Archery;0;1;0;1;2;Olympics;AMERICA
Fang Yuting;22;China;2016;12/08/2016;Archery;0;1;0;1;2;Olympics;ASIA
Michele Frangilli;36;Italy;2016;12/08/2016;Archery;1;0;0;1;3;Olympics;EUROPE
Takaharu Furukawa;27;Japan;2016;12/08/2016;Archery;0;1;0;1;2;Olympics;ASIA
Marco Galiazzo;29;Italy;2016;12/08/2016;Archery;1;0;0;1;3;Olympics;EUROPE
Ren Hayakawa;24;Japan;2016;12/08/2016;Archery;0;0;1;1;1;Olympics;ASIA
Im Dong-Hyeon;27;South Korea;2016;12/08/2016;Archery;0;0;1;1;1;Olympics;ASIA
Jake Kaminski;23;United States;2016;12/08/2016;Archery;0;1;0;1;2;Olympics;AMERICA
Miki Kanie;23;Japan;2016;12/08/2016;Archery;0;0;1;1;1;Olympics;ASIA
Kaori Kawanaka;20;Japan;2016;12/08/2016;Archery;0;0;1;1;1;Olympics;ASIA
Kim Bub-Min;21;South Korea;2016;12/08/2016;Archery;0;0;1;1;1;Olympics;ASIA
Lee Seong-Jin;27;South Korea;2016;12/08/2016;Archery;1;0;0;1;3;Olympics;ASIA
Mauro Nespoli;24;Italy;2016;12/08/2016;Archery;1;0;0;1;3;Olympics;EUROPE
Aída Román;24;Mexico;2016;12/08/2016;Archery;0;1;0;1;2;Olympics;AMERICA
Jacob Wukie;26;United States;2016;12/08/2016;Archery;0;1;0;1;2;Olympics;AMERICA
Xu Jing;21;China;2016;12/08/2016;Archery;0;1;0;1;2;Olympics;ASIA
